实验,lr0,epochs,imgsz,batch,mAP50,mAP50-95,P,R
lr=0.001,0.001,20,640,16,0.5453366633008758,0.4524482867420479,0.27136553207810515,0.3333333333333333
lr=0.005,0.005,20,640,16,0.5453366633008758,0.4524482867420479,0.27136553207810515,0.3333333333333333
lr=0.01,0.01,20,640,16,0.5453366633008758,0.4524482867420479,0.27136553207810515,0.3333333333333333
lr=0.02,0.02,20,640,16,0.5453366633008758,0.4524482867420479,0.27136553207810515,0.3333333333333333
lr=0.05,0.05,20,640,16,0.5453366633008758,0.4524482867420479,0.27136553207810515,0.3333333333333333
